Id,Values_code,Values_MarketType,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
Agente,RTQC,REGULADO,89133.49,82840.7,78122.82,73805.52,70938.48,69015.21,72069.3,56535.68,63655.32,67700.68,74302.55,82727.63,84532.83,86418.34,88823.16,87766.51,82185.18,113371.8,120479.62,125679.69,125878.28,121999.98,114659.21,106042.73,2024-04-30
Agente,SPRG,REGULADO,75422.75,73445.89,72912.44,72621.71,72969.82,74986.09,79293.21,83992.18,86965.37,88950.01,90704.43,92137.26,91192.94,90853.02,92467.51,92970.24,92621.22,95143.61,100610.15,102885.09,99785.31,95297.18,89036.11,83277.57,2024-04-30
Agente,TRMG,REGULADO,18326.17,17559.34,17527.14,17429.04,16865.67,17007.4,18801.85,20163.86,21526.6,21799.29,22759.12,23858.6,24608.84,23939.28,23585.95,23190.49,22364.55,23542.18,24262.42,24515.68,23551.01,22914.14,21388.37,20621.9,2024-04-30
Agente,TYPG,REGULADO,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,14552.0,2024-04-30
Agente,VCHC,REGULADO,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,601.75,2024-04-30
Agente,ZONC,REGULADO,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2024-04-30
Agente,NMRG,NO REGULADO,,,,,,,22.34,1116.88,1645.9,1784.31,1952.26,1857.56,1838.78,1863.9,1850.04,1763.65,1354.15,187.55,,,,,,,2024-05-01
Agente,NTCG,NO REGULADO,,,,,,,1265.13,1562.22,1629.63,1658.52,1658.61,1649.7,1644.39,1623.69,1539.63,1257.48,460.39,,,,,,,,2024-05-01
Agente,AMRC,REGULADO,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,2005.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2024-05-01
Agente,BIGC,REGULADO,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,2024-05-01
Agente,CDNG,REGULADO,8455.8,8455.8,8455.8,8455.8,16911.6,16911.6,16911.6,22196.47,22196.47,22196.47,22196.47,22196.47,16911.6,9512.77,9512.77,16911.6,16911.6,22196.47,22196.47,22196.47,22196.47,22196.47,16911.6,16911.6,2024-05-01
Agente,CIEG,REGULADO,1502.0,1479.0,1471.0,1460.0,1452.0,1466.0,1516.0,1587.0,1672.0,1746.0,1802.0,1838.0,1853.0,1847.0,1828.0,1816.0,1836.0,1933.0,1996.0,2021.0,1976.0,1864.0,1728.0,1616.0,2024-05-01
