generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
H_JuanGarcia,H_JuanGarcia,Hidro,Antioquia,Water,2023,20.013666020278052,27818.995768186494,0.0,4.52,1254164.4410255952,197885.59999999998,73.94292656299767,0.5054568740725656,,
H_JuanGarcia,H_JuanGarcia,Hidro,Antioquia,Water,2024,20.013666021038343,27818.995769243294,0.0,4.52,1254164.4410255952,197885.59999999998,73.94292656024149,0.5054568740917672,,
H_LAGUNETA,H_LAGUNETA,Hidro,Oriental,Water,2023,145.5592892503198,202327.41205794454,0.0,18.0,4994460.163376265,788040.0,41.11608133193094,0.923130956686452,,
H_LAGUNETA,H_LAGUNETA,Hidro,Oriental,Water,2024,145.55928925121998,202327.41205919575,0.0,18.0,4994460.163376265,788040.0,41.11608133168526,0.923130956692161,,
H_LaPita,H_LaPita,Hidro,Surocciden,Water,2023,9.018763084990994,12536.08068813748,0.0,1.42,394007.41288857197,62167.6,51.970662624095034,0.7250275809530349,,
H_LaPita,H_LaPita,Hidro,Surocciden,Water,2024,9.018763085765674,12536.080689214286,0.0,1.42,394007.41288857197,62167.6,51.970662619750335,0.7250275810153123,,
H_LaRebusca,H_LaRebusca,Hidro,Antioquia,Water,2023,5.751695277063587,7994.856435118386,0.0,0.7,194229.0063535214,30645.999999999996,40.48716970755913,0.9379803126326789,,
H_LaRebusca,H_LaRebusca,Hidro,Antioquia,Water,2024,5.751695277935755,7994.8564363307,0.0,0.7,194229.0063535214,30645.999999999996,40.48716970163056,0.937980312774911,,
H_La_Vuelta,H_La_Vuelta,Hidro,Antioquia,Water,2023,54.79284499355755,76162.05454104498,0.0,11.6,3218652.105286926,507848.0,69.40070661187755,0.539214739741355,,
H_La_Vuelta,H_La_Vuelta,Hidro,Antioquia,Water,2024,54.792844994314706,76162.05454209744,0.0,11.6,3218652.105286926,507848.0,69.40070661093773,0.5392147397488063,,
H_LasPalmas,H_LasPalmas,Hidro,Antioquia,Water,2023,16.37506318053709,22761.33782094655,0.0,2.8,776916.0254140856,122583.99999999999,56.32108731838082,0.6676069463689289,,
H_LasPalmas,H_LasPalmas,Hidro,Antioquia,Water,2024,16.37506318130419,22761.337822012818,0.0,2.8,776916.0254140856,122583.99999999999,56.32108731580754,0.6676069464002032,,
H_Libertad,H_Libertad,Hidro,Nordeste,Water,2023,3.292482052710003,4576.550053266903,0.0,1.2,332964.010891751,52536.0,118.4749239935721,0.31321176300513726,,
H_Libertad,H_Libertad,Hidro,Nordeste,Water,2024,3.2924820535132437,4576.550054383408,0.0,1.2,332964.010891751,52536.0,118.47492396500782,0.313211763081549,,
H_LuzMaI,H_LuzMaI,Hidro,Antioquia,Water,2023,138.9817875736092,193184.68472731678,0.0,19.6,5438412.1778986,858088.0000000001,46.694498436989605,0.80946432982486,,
H_LuzMaI,H_LuzMaI,Hidro,Antioquia,Water,2024,138.9817875744284,193184.68472845547,0.0,19.6,5438412.1778986,858088.0000000001,46.694498436722576,0.8094643298296311,,
H_LuzMaII,H_LuzMaII,Hidro,Antioquia,Water,2023,136.12044213522114,189207.4145679574,0.0,19.6,5438412.1778986,858088.0000000001,47.64683019486301,0.7927991457880271,,
H_LuzMaII,H_LuzMaII,Hidro,Antioquia,Water,2024,136.12044213602178,189207.41456907024,0.0,19.6,5438412.1778986,858088.0000000001,47.64683019459093,0.7927991457926902,,
H_Magallo,H_Magallo,Hidro,Antioquia,Water,2023,26.43771740672161,36748.427195343036,0.0,5.7,1581579.0517358172,249546.0,70.65184373505203,0.5294744333638068,,
H_Magallo,H_Magallo,Hidro,Antioquia,Water,2024,26.437717407480747,36748.42719639824,0.0,5.7,1581579.0517358172,249546.0,70.65184373306323,0.5294744333790103,,
H_Mirolindo,H_Mirolindo,Hidro,Surocciden,Water,2023,21.180169707039564,29440.43589278499,0.0,3.75,1040512.5340367218,164175.0,58.2680869416889,0.6447540245674143,,
H_Mirolindo,H_Mirolindo,Hidro,Surocciden,Water,2024,21.1801697078064,29440.435893850892,0.0,3.75,1040512.5340367218,164175.0,58.268086939629605,0.6447540245907579,,
H_Mondomo,H_Mondomo,Hidro,Surocciden,Water,2023,3.2876694967704196,4569.860600510883,0.0,0.75,208102.50680734438,32835.0,74.67519701996348,0.5004063160989983,,
H_Mondomo,H_Mondomo,Hidro,Surocciden,Water,2024,3.2876694975111906,4569.860601540555,0.0,0.75,208102.50680734438,32835.0,74.67519700345102,0.5004063162117488,,
H_Montanitas,H_Montanitas,Menores,Antioquia,RunofRiver,2023,137.95648727598865,191759.5173136242,0.0,19.9,2412477.078915735,871221.9999999999,25.192425994991705,0.7913797714370289,,
H_Montanitas,H_Montanitas,Menores,Antioquia,RunofRiver,2024,137.95648732497267,191759.51738171198,0.0,19.9,2412477.078915735,871221.9999999999,25.19242598654021,0.791379771718023,,
H_MorroAzul,H_MorroAzul,Menores,Surocciden,RunofRiver,2023,112.30991598770633,156110.7832229118,0.0,19.9,2414268.078974321,871221.9999999999,30.643784495163874,0.6442596314202653,,
H_MorroAzul,H_MorroAzul,Menores,Surocciden,RunofRiver,2024,112.30991530202176,156110.78226981027,0.0,19.9,2414268.078974321,871221.9999999999,30.643784673766707,0.6442596274868736,,
H_Municipal,H_Municipal,Hidro,Surocciden,Water,2023,8.29783401342743,11533.989278664125,0.0,1.4,388458.0127070428,61291.99999999999,55.590892905216485,0.6766009469526605,,
H_Municipal,H_Municipal,Hidro,Surocciden,Water,2024,8.297834014200165,11533.989279738227,0.0,1.4,388458.0127070428,61291.99999999999,55.590892900169024,0.676600947015669,,
H_Naveta,H_Naveta,Hidro,Oriental,Water,2023,27.740941759678687,38559.909045953376,0.0,4.8,1331856.043567004,210144.0,56.97571359708821,0.6597446194748545,,
H_Naveta,H_Naveta,Hidro,Oriental,Water,2024,27.740941760482443,38559.909047070585,0.0,4.8,1331856.043567004,210144.0,56.9757135954777,0.6597446194939697,,
H_Nima,H_Nima,Hidro,Surocciden,Water,2023,24.096370888009716,33493.9555343335,0.0,6.7,1859049.0608122763,293326.0,90.71361934565391,0.410556309003096,,
H_Nima,H_Nima,Hidro,Surocciden,Water,2024,24.09637088876288,33493.9555353804,0.0,6.7,1859049.0608122763,293326.0,90.71361934286199,0.4105563090159285,,
H_Niquia,H_Niquia,Hidro,Antioquia,Water,2023,110.96340846248826,154239.13776285865,0.0,19.0,5271930.172452724,831820.0,56.39687350025056,0.6666871452925273,,
H_Niquia,H_Niquia,Hidro,Antioquia,Water,2024,110.9634084632651,154239.13776393846,0.0,19.0,5271930.172452724,831820.0,56.396873499865464,0.6666871452971946,,
H_Nuevoliba,H_Nuevoliba,Hidro,Surocciden,Water,2023,24.35042746925518,33847.0941822647,0.0,5.1,1415097.0462899415,223277.99999999997,68.67321498086848,0.5450449339523498,,
H_Nuevoliba,H_Nuevoliba,Hidro,Surocciden,Water,2024,24.350427470018193,33847.09418332529,0.0,5.1,1415097.0462899415,223277.99999999997,68.67321497876019,0.5450449339694285,,
H_Oibita,H_Oibita,Hidro,Nordeste,Water,2023,92.01590654048842,127902.1100912789,0.0,19.9,5521653.180621536,871221.9999999999,70.86576153921358,0.5278441668415618,,
H_Oibita,H_Oibita,Hidro,Nordeste,Water,2024,92.01590654116664,127902.11009222163,0.0,19.9,5521653.180621536,871221.9999999999,70.86576153870149,0.5278441668454523,,
H_Ovejas,H_Ovejas,Hidro,Surocciden,Water,2023,6.2471437636379035,8683.529831456686,0.0,0.8199999999999998,227525.40744269648,35899.59999999999,43.55727154191438,0.8696881283603273,,
H_Ovejas,H_Ovejas,Hidro,Surocciden,Water,2024,6.247143764459468,8683.529832598659,0.0,0.8199999999999998,227525.40744269648,35899.59999999999,43.557271536368944,0.8696881284747005,,
H_PAGUA,H_PAGUA,Hidro,Surocciden,Water,2023,3558.1938275597913,4945889.420308109,0.0,600.0,71118002.32637627,26268000.0,28.759504598675438,0.6769775166590165,,
H_PAGUA,H_PAGUA,Hidro,Surocciden,Water,2024,3558.1938275515413,4945889.420296642,0.0,600.0,71118002.32637627,26268000.0,28.759504598738896,0.6769775166574469,,
H_Pajarito,H_Pajarito,Hidro,Antioquia,Water,2023,57.9597370393906,80564.03448475292,0.0,13.2,3662604.1198092606,577896.0,74.55285988197862,0.5012430558962103,,
H_Pajarito,H_Pajarito,Hidro,Antioquia,Water,2024,57.95973704014092,80564.03448579587,0.0,13.2,3662604.1198092606,577896.0,74.55285988103148,0.5012430559026991,,
H_PalmasSanGil,H_PalmasSanGil,Hidro,Nordeste,Water,2023,48.1513904000707,66930.43265609827,0.0,15.0,4162050.136146887,656700.0,101.46499463898786,0.3664489375956674,,
H_PalmasSanGil,H_PalmasSanGil,Hidro,Nordeste,Water,2024,48.151390400883486,66930.43265722804,0.0,15.0,4162050.136146887,656700.0,101.46499463729863,0.36644893760185293,,
H_Pastales,H_Pastales,Hidro,Surocciden,Water,2023,5.115925200577888,7111.136028803266,0.0,0.7,194229.0063535214,30645.999999999996,45.34588237453507,0.8342996087048088,,
H_Pastales,H_Pastales,Hidro,Surocciden,Water,2024,5.115925201399846,7111.136029945785,0.0,0.7,194229.0063535214,30645.999999999996,45.345882367472825,0.8342996088388528,,
H_PaticoCab,H_PaticoCab,Hidro,Surocciden,Water,2023,6.530648086109395,9077.600839692059,0.0,1.48,410655.61343315954,64794.4,74.19288375122152,0.5037214678289981,,
H_PaticoCab,H_PaticoCab,Hidro,Surocciden,Water,2024,6.530648086863243,9077.600840739906,0.0,1.48,410655.61343315954,64794.4,74.1928837428177,0.5037214678871438,,
H_Pocune,H_Pocune,Hidro,Antioquia,Water,2023,5.987082139729024,8322.044174223343,0.0,1.0,277470.00907645916,43780.0,55.04719086175741,0.6834568652658701,,
H_Pocune,H_Pocune,Hidro,Antioquia,Water,2024,5.987082140510715,8322.044175309893,0.0,1.0,277470.00907645916,43780.0,55.04719085475176,0.6834568653551043,,
H_Porce3Meno,H_Porce3Meno,Hidro,Antioquia,Water,2023,13.73286566303174,19088.683271614114,0.0,1.8,499446.0163376265,78804.0,43.49701761208148,0.8709326270314394,,
H_Porce3Meno,H_Porce3Meno,Hidro,Antioquia,Water,2024,13.732865663843167,19088.683272742,0.0,1.8,499446.0163376265,78804.0,43.49701760959352,0.8709326270828999,,
H_ProvidencI,H_ProvidencI,Menores,Caribe,RunofRiver,2023,39.854013483825675,55397.07874251768,0.0,4.9,604611.0197777312,214522.00000000003,21.94333825061728,0.9284785547438652,,
H_ProvidencI,H_ProvidencI,Menores,Caribe,RunofRiver,2024,39.85401349747021,55397.07876148359,0.0,4.9,604611.0197777312,214522.00000000003,21.943338243580577,0.9284785550617418,,
H_Puente_Gui,H_Puente_Gui,Hidro,Nordeste,Water,2023,15.479961844679385,21517.146964104344,0.0,4.2,1165374.0381211285,183876.0,88.55107001160853,0.42074260286691073,,
H_Puente_Gui,H_Puente_Gui,Hidro,Nordeste,Water,2024,15.47996184549768,21517.146965241773,0.0,4.2,1165374.0381211285,183876.0,88.55107000700104,0.4207426028891519,,
H_Remedios,H_Remedios,Hidro,Antioquia,Water,2023,4.4875598264329835,6237.708158741847,0.0,0.75,208102.50680734438,32835.0,55.080093531044426,0.6830380253322653,,
H_Remedios,H_Remedios,Hidro,Antioquia,Water,2024,4.487559827217904,6237.708159832886,0.0,0.75,208102.50680734438,32835.0,55.08009352165348,0.6830380254517356,,
H_RioBobo,H_RioBobo,Hidro,Surocciden,Water,2023,20.576469615909694,28601.292766114475,0.0,4.0,1109880.0363058366,175120.0,63.839976127696694,0.5872280141526738,,
H_RioBobo,H_RioBobo,Hidro,Surocciden,Water,2024,20.576469616658585,28601.292767155428,0.0,4.0,1109880.0363058366,175120.0,63.83997612542379,0.5872280141740462,,
H_RioCali,H_RioCali,Hidro,Surocciden,Water,2023,9.166920651837405,12742.019706053992,0.0,1.8,499446.0163376265,78804.0,64.47007217469728,0.5813622940028794,,
H_RioCali,H_RioCali,Hidro,Surocciden,Water,2024,9.166920652602345,12742.019707117259,0.0,1.8,499446.0163376265,78804.0,64.47007216943352,0.5813622940513916,,
H_RioFrioI,H_RioFrioI,Hidro,Surocciden,Water,2023,7.427993983913174,10324.911637639312,0.0,1.67,463374.9151576868,73112.59999999999,73.61508746231608,0.507751208809311,,
H_RioFrioI,H_RioFrioI,Hidro,Surocciden,Water,2024,7.4279939846666805,10324.911638686684,0.0,1.67,463374.9151576868,73112.59999999999,73.61508745498948,0.507751208860818,,
H_RioFrioII,H_RioFrioII,Hidro,Surocciden,Water,2023,41.90088315593633,58242.22758675149,0.0,10.0,2774700.0907645915,437800.0,78.05903055024173,0.4783205839718757,,
H_RioFrioII,H_RioFrioII,Hidro,Surocciden,Water,2024,41.90088315669607,58242.22758780752,0.0,10.0,2774700.0907645915,437800.0,78.05903054885158,0.4783205839805486,,
H_RioFrioTam,H_RioFrioTam,Hidro,Antioquia,Water,2023,5.598554740813994,7781.991089731452,0.0,1.0,277470.00907645916,43780.0,58.77088202201832,0.6391044224673509,,
H_RioFrioTam,H_RioFrioTam,Hidro,Antioquia,Water,2024,5.598554741581234,7781.991090797914,0.0,1.0,277470.00907645916,43780.0,58.770882014154715,0.6391044225549352,,
H_RioGrande,H_RioGrande,Hidro,Surocciden,Water,2023,2.715600393082739,3774.684546385006,0.0,0.31,86015.70281370234,13571.8,38.06237015702851,1.000000144749867,,
H_RioGrande,H_RioGrande,Hidro,Surocciden,Water,2024,2.715600739509184,3774.6850279177643,0.0,0.31,86015.70281370234,13571.8,38.06236547877128,1.0000002723188919,,
H_RioMayo,H_RioMayo,Hidro,Surocciden,Water,2023,121.78220579872377,169277.26606022601,0.0,19.8,5493906.179713892,866844.0,53.6205384271546,0.7021251660366434,,
H_RioMayo,H_RioMayo,Hidro,Surocciden,Water,2024,121.78220579949846,169277.26606130283,0.0,19.8,5493906.179713892,866844.0,53.62053842682236,0.7021251660411099,,
H_RioMulato2,H_RioMulato2,Hidro,Antioquia,Water,2023,33.53066174223112,46607.61982170124,0.0,7.34,2036629.8666212102,321345.2,71.71295052057961,0.5214851651398964,,
H_RioMulato2,H_RioMulato2,Hidro,Antioquia,Water,2024,33.53066174299323,46607.619822760586,0.0,7.34,2036629.8666212102,321345.2,71.71295051898124,0.5214851651517491,,
H_RioNegro,H_RioNegro,Hidro,Surocciden,Water,2023,57.286038915313355,79627.59409228555,0.0,10.2,2830194.092579883,446555.99999999994,58.58980216163911,0.6411276626747398,,
